Repair Level,gas_label,asian_zip,total_pop,ln_median_household_income,pop_density,prop_female,prop_under18,median_age,avg_house_size,prop_with_some_college,prop_school_enrollment,prop_dropout,prop_asian_unemployed,asian_median_household_income,prop_commute_by_car,avg_commute_time
0.0,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444,0.8070970177425444
0.1,0.8086070215175538,0.802567006417516,0.8070970177425444,0.6613816534541337,0.807852019630049,0.8040770101925255,0.8101170252925632,0.8040770101925255,0.8006795016987542,0.7750094375235939,0.807852019630049,0.7999244998112496,0.8029445073612684,0.8059645149112873,0.801434503586259,0.7829369573423933
0.2,0.8070970177425444,0.8033220083050208,0.8070970177425444,0.6568516421291053,0.8048320120800302,0.7965269913174783,0.7923744809362023,0.7942619856549641,0.7882219705549264,0.7497168742921857,0.7935069837674594,0.787844469611174,0.7889769724424311,0.8059645149112873,0.7844469611174028,0.7806719516798792
0.3,0.8006795016987542,0.7946394865987165,0.8070970177425444,0.6285390713476784,0.7980369950924877,0.7753869384673462,0.7682144205360514,0.7704794261985655,0.7659494148735372,0.72480181200453,0.7738769346923368,0.7723669309173273,0.7685919214798037,0.8059645149112873,0.7712344280860702,0.7697244243110608
0.4,0.8048320120800302,0.7942619856549641,0.8070970177425444,0.6308040770101925,0.7950169875424689,0.7538693846734617,0.7459418648546622,0.7493393733484334,0.7455643639109097,0.7051717629294073,0.7617969044922612,0.7459418648546622,0.7534918837297093,0.8059645149112873,0.7451868629671574,0.763684409211023
0.5,0.8033220083050208,0.7852019630049075,0.8070970177425444,0.5839939599849,0.7942619856549641,0.7297093242733107,0.7232918082295205,0.7244243110607776,0.7221593053982635,0.6919592298980748,0.7297093242733107,0.7138542846357115,0.7225368063420159,0.8059645149112873,0.7383918459796149,0.753114382785957
0.6,0.8104945262363156,0.7734994337485843,0.8070970177425444,0.5756889392223481,0.7852019630049075,0.7002642506606267,0.7085692714231786,0.6923367308418271,0.7036617591543979,0.6806342015855039,0.7134767836919592,0.7040392600981502,0.7063042657606644,0.8059645149112873,0.710079275198188,0.7308418271045678
0.7,0.7885994714986787,0.7670819177047943,0.8070970177425444,0.5341638354095886,0.7821819554548887,0.6881842204605512,0.6862967157417894,0.6904492261230654,0.6904492261230654,0.6700641751604379,0.6840317100792752,0.6851642129105323,0.6844092110230275,0.8059645149112873,0.6855417138542846,0.7070592676481691
0.8,0.7814269535673839,0.7561343903359758,0.8070970177425444,0.49037372593431483,0.7716119290298226,0.6776141940354851,0.6836542091355229,0.6828992072480181,0.6810117025292564,0.6534541336353341,0.6742166855417139,0.6727066817667045,0.6693091732729332,0.8059645149112873,0.6915817289543224,0.6851642129105323
0.9,0.7640619101547754,0.7346168365420913,0.8070970177425444,0.3782559456398641,0.7674594186485466,0.6644016610041525,0.665911664779162,0.6689316723291808,0.6693091732729332,0.6560966402416006,0.6625141562853907,0.6621366553416383,0.6647791619479049,0.8059645149112873,0.6693091732729332,0.676481691204228
1.0,0.7497168742921857,0.7217818044545111,0.8070970177425444,0.3431483578708947,0.7550018875047187,0.6568516421291053,0.6568516421291053,0.6568516421291053,0.6568516421291053,0.6568516421291053,0.6568516421291053,0.6568516421291053,0.6568516421291053,0.805587013967535,0.6568516421291053,0.6568516421291053
