Disparate Impact,White,Black,American Indian or Alaskan Native,Asian or Pacific Islander,Unknown
1.0802342606149342,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053
1.0755102040816327,0.916812865497076,0.916812865497076,0.916812865497076,0.916812865497076,0.916812865497076
1.0714493174557072,0.9150584795321638,0.9150584795321638,0.9150584795321638,0.9150584795321638,0.9150584795321638
1.0658769141866513,0.9154970760233918,0.9154970760233918,0.9154970760233918,0.9154970760233918,0.9154970760233918
1.0686558516801854,0.9157894736842105,0.9157894736842105,0.9157894736842105,0.9157894736842105,0.9157894736842105
1.0637254901960784,0.9187134502923977,0.9187134502923977,0.9187134502923977,0.9187134502923977,0.9187134502923977
1.0714493174557072,0.9153508771929825,0.9153508771929825,0.9153508771929825,0.9153508771929825,0.9153508771929825
1.0686558516801854,0.9176900584795321,0.9176900584795321,0.9176900584795321,0.9176900584795321,0.9176900584795321
1.057626146788991,0.9236842105263158,0.9236842105263158,0.9236842105263158,0.9236842105263158,0.9236842105263158
1.0518962075848304,0.9255847953216374,0.9255847953216374,0.9255847953216374,0.9255847953216374,0.9255847953216374
1.0199059994470556,0.9564327485380117,0.9564327485380117,0.9564327485380117,0.9564327485380117,0.9564327485380117
